Rank,Team,Player,Fantsy Position,ADP,Bye,Age,1yr. Proj,3yr. Proj,5yr. Proj,10yr. Proj,DS Analysis,3D Value +
782,LVR,Kirk Cousins,QB,20.10,8,37.6,23.30,237.00,295.00,378.00,"Cousins returned to the starting lineup following Michael Penix's ACL tear. The results were mixed, though, and Cousins will play elsewhere in 2026.",-25.90
783,RK,Lake McRee,TE,369.03,18,23.5,45.90,12.00,20.00,35.00,"McRee spent his entire five-year career at USC and peaked in 2025, going for 30-450-4. McRee is a solid blocker and a soft hands catcher who was a reliable third-down option for the Trojans. He's a candidate to be drafted late on Day 3.",-26.20
784,RK,Josh Cuevas,TE,369.12,18,22.5,49.10,10.00,12.00,18.00,"Cuevas found his largest role on Alabama's offense in 2025, going for 37-411-4. He figures to be a primary blocking TE at 256 pounds, but Cuevas does offer some red zone upside with his contested catching ability. Expect him to be a Day 3 pick.",-26.40
785,RK,Eli Raridon,TE,N/A,18,22.1,0.00,24.00,44.00,86.00,"Raridon stands to be a two-way TE at the next level with solid blocking skills showing development as a pass catcher as well. He won't be dynamic, but could stick on an NFL roster. ",-26.60
786,RK,Matthew Hibner,TE,367.05,18,24,11.10,18.00,29.00,51.00,"Hibner's size and quick feet make him a great blocking TE and a reliable red zone option. He went 31-436-4 at SMU last year and worked more downfield as the season went on.",-26.80
787,CLE,Deshaun Watson,QB,22.09,9,30.5,188.20,132.00,182.00,287.00,"Watson sustained an Achilles tear in Week 7 of the 2024 season. There’s a chance he doesn’t start another NFL game, although he remains under contract with the Browns.",-26.90
788,RK,Genesis Smith,DB,N/A,18,0,56,29,34,46,"",-27.2
789,SF,Demarcus Robinson,WR,312.05,14,31.5,50.10,172.00,262.00,334.00,"Robinson joined the 49ers in 2025 and played more toward the end of the season, given injuries in front of him. He'll retain a reserve role in 2026.",-27.40
790,RK,Chip Trayanum,RB,N/A,18,24.1,26.40,56.00,87.00,153.00,"Trayanum has encountered a volatile college career. A four-star RB recruit at Arizona State, he flashed elite athleticism at 220 pounds as a freshman. He eventually moved to LB and transferred to Ohio State, where he would pivot back to RB. He went 182-1015-12 on the ground this past year, albeit with underwhelming advanced metrics. Trayanum's age and late breakout likely signal a later-round pick.",-27.40
791,CAR,John Metchie,WR,71.04,14,25.7,47.80,153.00,243.00,435.00,"Metchie flashed in 2025 after injuries struck the Jets' WR corps. He finished at 33-274-2. He should stick with the Jets roster as a reserve and could be useful if injuries hit again.",-27.50
792,RK,Riley Nowakowski,TE,N/A,18,24.1,13.60,14.00,16.00,24.00,"Nowakowski was overshadowed by the WRs at Indiana, but he was a reliable target for Fernando Mendoza. His 32-387-2 season in 2025 showcased strong blocking and great stick routes against zone coverage. Nowakowski is a do it all TE who should get drafted.",-27.60
793,RK,Will Kacmarek,TE,N/A,18,23.1,11.10,9.00,15.00,28.00,"Kacmarek played second fiddle to Max Klare at Ohio State, but he was just as reliable a target. A blocker first with long arms at 6'6, Kacmarek does have soft hands and is dependable underneath. He could make a roster.",-27.70
794,RK,Bauer Sharp,TE,368.06,18,23,8.50,8.00,14.00,25.00,"Sharp was a high school QB who transitioned to TE at SE Louisiana. He transferred up to Oklahoma, then LSU, as he improved at the position. Sharp is still raw, going for 24-252-2 this past season.",-27.80
795,RK,Dae'Quan Wright,TE,366.10,18,22.5,8.50,8.00,14.00,25.00,"Wright has some upside as a pass catching TE who went 39-635-5 at Ole Miss this past season. He remains a bit stiff in his route running and can drop passes, but there is some upside.",-27.80
796,RK,Max Bredeson,TE,N/A,18,23.4,5.10,9.00,15.00,27.00,"Bredeson likely will play a FB/H-Back role in the NFL which may make him unusable for fantasy. He is a blocker first who catches the occasional pass.",-27.90
797,WAS,Marcus Mariota,QB,23.11,12,32.4,15.90,183.00,271.00,358.00,"In 2025, Mariota supplied spot-start value as a fill-in for Jayden Daniels. The veteran notched three top-10 fantasy finishes, peaking at QB3. He signed a new deal to remain Jayden Daniels' backup in 2026.",-28.00
798,RK,Jaren Kanak,TE,N/A,18,22.1,10.20,5.00,8.00,16.00,"Kanak only has one year of TE experience under his belt. He started his career as an LB before transitioning to TE in 2025. He went 44-533-0 despite the unfamiliarity with the position. Kanak has upside as he continues developing.",-28.10
799,RK,Miles Kitselman,TE,N/A,18,23.5,10.20,6.00,11.00,20.00,"Kitselman started his career at Alabama before transferring to Tennessee. He had two solid seasons but brings more blocking prowess than receiving upside.",-28.10
800,RK,Khalil Dinkins,TE,N/A,18,22.8,9.40,5.00,8.00,15.00,"Dinkins never really broke out for Penn State, but the athletic TE was a seam buster who could catch a long TD. He would be a developmental NFL prospect.",-28.10
801,LAC,Denzel Perryman,LB,N/A,12,33.3,0,0,0,0,"",-28.3
802,CLE,Jeremiah Owusu-Koramoah,LB,N/A,9,26.3,0,0,0,0,"",-28.3
803,TB,Christian Rozeboom,LB,N/A,9,29.2,0,0,0,0,"",-28.3
804,NYG,Micah McFadden,LB,N/A,14,26.2,0,0,0,0,"",-28.3
805,ARI,Mack Wilson,LB,N/A,8,28.1,0,0,0,0,"",-28.3
806,LAC,Junior Colson,LB,N/A,12,23.3,0,0,0,0,"",-28.3
807,ATL,JD Bertrand,LB,N/A,5,25.8,0,0,0,0,"",-28.3
808,DAL,Shemar James,LB,N/A,10,21.8,0,0,0,0,"",-28.3
809,RK,Dan Villari,TE,367.08,18,23.8,8.50,5.00,7.00,13.00,"Villari started his college career as a QB at Michigan before transferring to Syracuse to play TE. Despite the team's poor QB play, Villari was a mainstay as a possession TE who can play in the slot and be a weapon. He also had 17 rushes for 55 yards and a TD this season. He could be a fantasy sleeper on the right team.",-28.40
810,RK,Seydou Traore,TE,N/A,18,23.6,7.70,5.00,7.00,13.00,"Traore peaked in 2022 for Arkansas State going 50-655-4, but he was a reliable receiving option for Mississippi State the last two years. Traore could be a deep sleeper since he pretty much played as a slot receiver throughout his college career.",-28.50
811,DET,Greg Dortch,WR,188.01,8,27.8,45.70,150.00,237.00,409.00,"Dortch stepped up at times when injuries hit the Cardinals' WRs in 2025, but he ended the season on IR. He joined former Arizona OC Drew Petzing in Detroit and will remain a depth piece.",-28.50
812,PIT,Will Howard,QB,21.01,5,24.5,0.00,138.00,233.00,449.00,"Howard was generally a mediocre QB in terms of accuracy and arm strength for most of his college career, but he had an outstanding playoff run, throwing for 1,150 yards and 8 TDs (2 INTs). Howard landed in a decent situation with the Steelers to be a potential starter, depending on the future of Aaron Rodgers. ",-29.20
813,RK,Caullin Lacy,WR,N/A,18,24.3,44.30,133.00,221.00,409.00,"Lacy broke out in 2023 at South Alabama, going 91-1316-7. He is a small deep threat WR who was underutilized after transferring to Louisville. Lacy's highlights are incredible, but they are few and far between.",-29.90
814,RK,Tyren Montgomery,WR,N/A,18,24.3,26.50,139.00,231.00,427.00,"Don't let Montgomery's school, John Carroll, fool you. He can play. The former LSU basketball walk-on never played football in high school. He ended up at John Carroll and became one of the best Division III players in the country. With electric quick-twitch movement, he is extremely difficult to cover and was a star during the Senior Bowl practices. An upside player worth watching.",-29.90
815,RK,Jermod McCoy,DB,N/A,18,0,41,12,15,21,"",-30.3
816,RK,Chris Hilton Jr.,WR,N/A,18,23.1,42.80,126.00,214.00,404.00,"Hilton brings blazing speed at 6'0, 190 pounds. He is a pure upside projection, though, with little college production. His best season -- 2023 -- turned up only 13 catches as a deep threat for LSU. Still, he looked sharp in all four all-star games in the predraft process.",-30.40
817,DAL,Jonathan Mingo,WR,501.08,10,24.9,34.50,132.00,219.00,406.00,"Mingo spent much of 2025 injured and was not able to crack the Cowboys' lineup. He ended the year with one catch and is unlikely to make a fantasy impact in the future.",-30.40
818,RK,Jamal Haynes,RB,N/A,18,23.4,57.10,20.00,32.00,58.00,"Haynes made the switch from WR to RB after his freshman year at Georgia Tech and immediately made an impact. He ran for 1,059 yards and 7 TDs as a sophomore. He showcased his receiving in his sophomore season with 944 rushing yards and 166 receiving yards along with 12 total TDs. He took a step back in 2025, splitting carries in the RB room and only rushing for 531 yards. But Haynes still worked as the primary receiving back. He should have that role in the NFL.",-30.60
819,RK,Kejon Owens,RB,369.04,18,24.1,28.40,28.00,44.00,77.00,"After four years at FIU, Owens finally got his crack as the starting RB and thrived. He went 213-1334-11 on the ground this year, averaging 6.26 yards per carry. He doesn't offer much in the receiving game, but a thick built and smooth movements makes him an intriguing developmental RB.",-30.70
820,RK,Colbie Young,WR,N/A,18,23.7,43.20,128.00,212.00,392.00,"Young was the deep threat for Georgia this year with 26-358-1. He was second on the team in receiving yards behind Zachariah Branch and was built to take the top off of the defense. That will likely be his NFL role.",-30.90
821,RK,Kentrel Bullock,RB,N/A,18,24,21.90,25.00,38.00,67.00,"Bullock had a five-year career with South Alabama, improving his output every season. He ended his final year going 218-1045-14. A power gap runner with good vision and balance, he has the skillset to be an NFL reserve. ",-31.40
822,RK,Barry Kpeenu,RB,N/A,18,21.7,38.10,20.00,32.00,57.00,"Kpeenu was a JUCO runner whose athleticism as a track and basketball player translated to the football field. He ran for 1,005 yards and 20 TDs in 2025 for North Dakota State. He excelled in the red zone, finishing runs and crossing the goal line. He is likely a late-round pick.",-31.40
823,RK,Zavion Thomas,WR,N/A,18,21.5,40.00,117.00,198.00,396.00,"Thomas showed promise back in 2023 at Mississippi State before transferring up to LSU. He went 41-488-4, showcasing good deep speed and the ability to beat the press off the snap. ",-31.90
824,RK,Jalen Walthall,WR,N/A,18,22.9,38.10,112.00,190.00,359.00,"Walthall flashed at Hawaii but really broke out at Incarnate Word. He had a 220-yard receiving game and dominanted against weaker competition. He is a fringe draftable prospect.",-32.90
825,NYG,Jalin Hyatt,WR,30.03,14,24.5,18.80,120.00,199.00,369.00,"Hyatt played poorly again in 2025 and is a cut candidate in 2026.",-32.90
826,RK,Kaelon Black,RB,N/A,18,24.4,35.50,8.00,12.00,21.00,"Black split the backfield at Indiana in 2025 with Roman Hemby, but did still go 186-1040-10 with 5.59 yards per carry. He followed HC Curt Cignetti from James Madison and earned his was into playing time at IU. Black has good size and a low pad level that allows him to crash through the line with some homerun potential.",-33.20
827,IND,Riley Leonard,QB,23.12,11,23.5,0.00,76.00,129.00,256.00,"A developmental QB, Leonard saw some action in 2025 after injuries hit the QB room. He flashed with two rushing TDs and a surprising 270-2 passing line against Houston in Week 18. Still, we're likely looking at a long-term backup here.",-33.50
828,LAC,Derius Davis,WR,501.01,12,25.5,24.80,116.00,187.00,340.00,"Davis is a special teamer who gets the occasional touch, but he will be unlikely to make a fantasy impact in 2026 and beyond.",-33.50
829,PHI,Tanner McKee,QB,31.04,9,25.9,0.00,72.00,118.00,219.00,"McKee brings enticing physical tools, but he’s stuck behind Jalen Hurts as Philly’s QB2. At 26 next season, there's just an outside shot that McKee ever becomes a starter.",-34.10
830,RK,Luke Altmyer,QB,368.01,18,23.4,9.10,66.00,111.00,220.00,"Altmyer found success as a three-year starter for the Illini. He peaked in 2025, throwing for 3,007 yards and 22 TDs. He also ran for over 200 yards and 3 TDs every season. His dual-threat ability could make Altmyer an intriguing fantasy taxi stash.",-34.10
831,RK,Diego Pavia,QB,N/A,18,24.1,9.10,62.00,104.00,201.00,"Pavia became a Heisman finalist after leading Vanderbilt to a top-25 season. He started his playing career at the New Mexico Military Institute, followed by two years at New Mexico State. He ended his career with two years at Vanderbilt, helping to elevate their offense. Pavia's toughness and leadership, combined with his athleticism, could make him an intriguing fantasy option if he moves up draft boards. At only 5'10, though, he's a long shot.",-34.30
832,RK,Donaven McCulley,WR,N/A,18,23.2,35.00,103.00,175.00,330.00,"McCulley dealt with injuries in 2024 and was pushed out of Indiana. He transferred to Michigan, where he tallied 39-588-3 on a run-first offense. He is a big X WR, but McCulley's stiffness makes him a late-round pick.",-34.30
833,ATL,Mike Hughes,DB,N/A,5,29.1,0,0,0,0,"",-34.4
834,KC,Kristian Fulton,DB,N/A,10,27.5,0,0,0,0,"",-34.4
835,UNS,Julian Blackmon,DB,N/A,18,27.6,0,0,0,0,"",-34.4
836,PHI,Marcus Epps,DB,N/A,9,30.2,0,0,0,0,"",-34.4
837,LVR,Eric Stokes,DB,N/A,8,27.1,0,0,0,0,"",-34.4
838,CAR,Nick Scott,DB,N/A,14,30.8,0,0,0,0,"",-34.4
839,UNS,Martin Emerson,DB,N/A,18,25.5,0,0,0,0,"",-34.4
840,JAC,Montaric Brown,DB,N/A,8,26.6,0,0,0,0,"",-34.4
841,MIA,Darrell Baker Jr.,DB,N/A,12,28,0,0,0,0,"",-34.4
842,TEN,Tony Adams,DB,N/A,10,27.2,0,0,0,0,"",-34.4
843,GB,Carrington Valentine,DB,N/A,5,24.5,0,0,0,0,"",-34.4
844,DET,Ennis Rakestraw Jr.,DB,N/A,8,23.8,0,0,0,0,"",-34.4
845,TEN,Joshua Williams,DB,N/A,10,26.4,0,0,0,0,"",-34.4
846,KC,Nohl Williams,DB,N/A,10,23.5,0,0,0,0,"",-34.4
847,LVR,Darien Porter,DB,N/A,8,25.2,0,0,0,0,"",-34.4
848,DAL,Reddy Steward,DB,N/A,10,24.8,0,0,0,0,"",-34.4
849,RK,Colton Hood,DB,N/A,18,21.1,0,0,0,0,"",-34.4
850,NO,Mason Tipton,WR,451.03,11,25.5,21.30,111.00,178.00,323.00,"Tipton managed 14 catches for 99 yards as a rookie UDFA in 2024, and he got some playing time in 2025. It's unlikely we'll see much from Tipton moving forward, but he could stick on the Saints' roster.",-34.60
851,RK,Haynes King,QB,N/A,18,25.2,8.90,59.00,98.00,185.00,"King played for three years at Texas A&M before transferring to Georgia Tech as their three-year starter. He's dealt with injuries throughout his career, including a fractured leg and ankle in 2021 and a torn labrum in 2024. King is only an average thrower, but his rushing ability is the selling point. King went 185-953-15 on the ground this season. He could be a late-round draft pick with his experience and athleticism.",-34.70
852,RK,Cade Klubnik,QB,23.10,18,22.4,0.00,56.00,96.00,193.00,"Klubnik came into college football as a five-star recruit who became a starter before the end of his first season. He never reached his potential, especially in terms of developing more arm strength. He flashed some athleticism in 2024, going for 119-463-7 on the ground. He could be a late-round draft pick with some upside. ",-34.90
853,RK,Sawyer Robertson,QB,N/A,18,23.2,8.10,51.00,87.00,171.00,"Robertson was a four-star recruit who went to the Air Raid scheme at Mississippi State. After transferring to Baylor, Robertson showed a strong arm and good footwork through his three years. He took a slight step back in 2025, throwing 12 INTs, but Robertson has flashed as a pro passer. He could be a late-round draft pick.",-35.20
